contig	orf	taxonomy	erfc	orf_taxonomy	refseq_product	refseq_evalue	refseq_bitscore	uniprot_ac	eggnog_ssid_b	eggnog_species_id	uniprot_id	cog_func_id	cog_id	cog_product	cog_level1_code	cog_level1_name	cog_level2_name	cazy_id1	cazy_id2	cazy_class	cazy_clan	cazy_product	cazy_gene_id	cazy_taxa	cazy_ec	ko_id	ko_level1_name	ko_level2_name	ko_level3_id	ko_level3_name	ko_gene_symbol	ko_product	ko_ec	eggnog_evalue	eggnog_bitscore
k81_4316	k81_4316_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.5599458008536309	Parabacteroides distasonis	mannose-1-phosphate guanylyltransferase	2.6e-61	242.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.1e-62	242.3
k81_4316	k81_4316_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.5599458008536309	Bacteroidales	MULTISPECIES: hypothetical protein	5.099999999999999e-113	414.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4e-113	414.8
k81_4316	k81_4316_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.5599458008536309	Bacteroidales	MULTISPECIES: hypothetical protein	2.2000000000000003e-34	152.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.1e-35	152.1
k81_4321	k81_4321_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. S7-1-8	1.0	Prevotella sp. S7-1-8	phosphonate ABC transporter ATP-binding protein	4.0000000000000004e-21	107.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1000000000000002e-20	103.6
k81_4322	k81_4322_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	hypothetical protein	1.3e-102	380.2	D1PBI3	PREVCOP_04563	537011.0	D1PBI3_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.6999999999999994e-103	380.2
k81_4323	k81_4323_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	DNA damage-inducible protein D	8.599999999999999e-52	210.7	D1PG58	PREVCOP_06223	537011.0	D1PG58_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3e-52	210.7
k81_4323	k81_4323_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	GTP-binding protein YchF	3.999999999999999e-130	471.9	D1PG57	PREVCOP_06221	537011.0	D1PG57_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0999999999999997e-130	471.9
k81_4324	k81_4324_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	hypothetical protein	3.1999999999999984e-191	675.2	D1PAY4	PREVCOP_04359	537011.0	D1PAY4_9BACT	NA	NA	NA	NA	NA	NA	GH115	NA	GH	NA	Uncharacterized protein	PREVCOP_04359	Prevotella copri DSM 18205	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.899999999999997e-192	675.2
k81_4325	k81_4325_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_4325	k81_4325_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	1.0	Prevotella	MULTISPECIES: F0F1 ATP synthase subunit beta	4.999999999999999e-108	398.3	E1GYS3	HMPREF9018_0654	679191.0	E1GYS3_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.999999999999999e-103	380.6
k81_4326	k81_4326_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella albensis	1.0	Prevotella albensis	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	7.699999999999996e-217	760.8	D1PBD7	PREVCOP_04516	537011.0	D1PBD7_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.799999999999998e-243	846.3
k81_4326	k81_4326_2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_4331	k81_4331_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	alpha-N-arabinofuranosidase, partial	3.599999999999999e-105	388.7	D1PBT1	PREVCOP_04661	537011.0	D1PBT1_9BACT	NA	NA	NA	NA	NA	NA	GH51	NA	GH	GH-A	Uncharacterized protein	PREVCOP_04661	Prevotella copri DSM 18205	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.9e-106	388.7
k81_4334	k81_4334_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bergensis	1.0	Prevotella bergensis	2-isopropylmalate synthase	1.2999999999999997e-129	470.3	D1PZE7	HMPREF0645_2332	585502.0	D1PZE7_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.4999999999999995e-130	470.3
k81_4340	k81_4340_1	NA	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_4344	k81_4344_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	1.0	Bacteroides fragilis	restriction endonuclease	6.7000000000000005e-53	214.2	F0R3I9	Bacsa_2065	667015.0	F0R3I9_BACSH	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K01155	NA	NA	NA	NA	NA	NA	NA	5.4e-53	212.6
k81_4345	k81_4345_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	SusC/RagA family TonB-linked outer membrane protein	8.8e-96	357.5	D1PCF2	PREVCOP_04884	537011.0	D1PCF2_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3999999999999994e-96	357.5
k81_4348	k81_4348_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	capsule polysaccharide transporter	5.399999999999999e-93	348.2	D1PA53	PREVCOP_04078	537011.0	D1PA53_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4999999999999996e-93	348.2
k81_4356	k81_4356_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1.0	Bacteroides	MULTISPECIES: 50S ribosomal protein L19	1.6e-55	223.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.3e-56	223.0
k81_436	k81_436_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	hypothetical protein	4.1e-40	171.4	D1PDI9	PREVCOP_05279	537011.0	D1PDI9_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1e-40	171.4
k81_4360	k81_4360_1	NA	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_4361	k81_4361_1	NA	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_4365	k81_4365_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Parabacteroides distasonis	hypothetical protein	7.899999999999999e-67	260.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1999999999999998e-67	260.8
k81_4365	k81_4365_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroidales	MULTISPECIES: hypothetical protein	2.2e-84	319.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.999999999999999e-85	319.3
k81_4370	k81_4370_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	1.0	Prevotellaceae	MULTISPECIES: LysE family L-lysine exporter	6.5999999999999994e-93	348.2	F9D652	HMPREF9136_2330	908937.0	F9D652_PREDD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7999999999999999e-93	348.2
k81_4372	k81_4372_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	membrane protein	4.899999999999999e-72	278.1	D1P9U2	PREVCOP_04022	537011.0	D1P9U2_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2999999999999997e-72	278.1
k81_4376	k81_4376_2	NA	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_4379	k81_4379_2	NA	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_438	k81_438_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella sp. MA2016	histidinol-phosphate transaminase	2.3999999999999992e-141	509.6	D8DYV8	PBR_2603	752555.0	D8DYV8_PREBR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.199999999999998e-139	500.0
k81_438	k81_438_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella copri	YgiQ family radical SAM protein	5.099999999999999e-56	224.6	D1P9M1	PREVCOP_03904	537011.0	D1P9M1_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3999999999999997e-56	224.6
k81_4381	k81_4381_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	membrane protein	3.799999999999999e-176	625.2	D1PE83	PREVCOP_05531	537011.0	D1PE83_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.999999999999996e-177	625.2
k81_4386	k81_4386_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella copri	NADH dehydrogenase subunit M	1.3999999999999995e-178	633.3	D1P8W1	PREVCOP_03618	537011.0	D1P8W1_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.799999999999999e-179	633.3
k81_4386	k81_4386_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella sp. S7 MS 2	NADH-quinone oxidoreductase subunit N	4.499999999999999e-229	801.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.399999999999998e-227	793.1
k81_4388	k81_4388_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1.0	Bacteroidales	MULTISPECIES: DNA methylase	8.999999999999998e-147	527.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4999999999999995e-147	527.3
k81_4390	k81_4390_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_4390	k81_4390_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	rod shape-determining protein MreC	2.3999999999999992e-161	575.9	D1PD82	PREVCOP_05169	537011.0	D1PD82_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.599999999999998e-162	575.9
k81_4390	k81_4390_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	rod shape-determining protein MreD	2.999999999999999e-84	318.9	D1PD81	PREVCOP_05168	537011.0	D1PD81_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.299999999999999e-85	318.9
k81_4391	k81_4391_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	hypothetical protein	5.4e-75	288.1	D1PD03	PREVCOP_05089	537011.0	D1PD03_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4999999999999997e-75	288.1
k81_4392	k81_4392_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	chloride channel protein	4e-81	308.5	D1P8V0	PREVCOP_03596	537011.0	D1P8V0_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0999999999999997e-81	308.5
k81_44	k81_44_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.04141670648736806	Prevotella copri	RNA polymerase subunit sigma	2.9999999999999993e-93	349.0	D1PFJ9	PREVCOP_06007	537011.0	D1PFJ9_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7999999999999999e-93	347.8
k81_44	k81_44_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.04141670648736806	Prevotella copri	ribonuclease Z	7.299999999999998e-149	534.3	F2KZB5	HMPREF9137_2448	767031.0	F2KZB5_PREDF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K00784	Genetic Information Processing	Translation	ko03013	RNA transport	rnz	ribonuclease Z	3.1.26.11	1.3999999999999995e-102	378.6
k81_44	k81_44_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.04141670648736806	Prevotella copri	hypothetical protein	7.099999999999998e-36	157.1	D1PFK1	PREVCOP_06009	537011.0	D1PFK1_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9e-36	157.1
k81_4400	k81_4400_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_4400	k81_4400_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei	1.0	Bacteroides dorei	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	4.4e-39	167.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1999999999999998e-39	167.9
k81_4406	k81_4406_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	ATP-dependent chaperone ClpB	6.3e-58	231.1	D1PD85	PREVCOP_05172	537011.0	D1PD85_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7e-58	231.1
k81_4406	k81_4406_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_4406	k81_4406_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	pectate lyase	1.3999999999999997e-163	583.2	D1PD88	PREVCOP_05175	537011.0	D1PD88_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.899999999999998e-164	583.2
k81_4408	k81_4408_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.5599458008536309	Bacteroides ovatus	hypothetical protein	1.6999999999999996e-91	343.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.599999999999999e-92	343.2
k81_4408	k81_4408_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.5599458008536309	Prevotella sp. KHD1	hypothetical protein	6.3e-73	281.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.299999999999999e-72	276.9
k81_4408	k81_4408_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.5599458008536309	Bacteroides uniformis	conjugal transfer protein TraA	9.999999999999999e-124	450.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.799999999999999e-124	450.7
k81_441	k81_441_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	LacI family transcriptional regulator	9.099999999999998e-144	517.3	D1PCS6	PREVCOP_05011	537011.0	D1PCS6_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4999999999999996e-144	517.3
k81_4410	k81_4410_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.04141670648736806	Prevotella copri	membrane protein	2.2999999999999996e-96	359.4	D1PCD5	PREVCOP_04867	537011.0	D1PCD5_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.299999999999999e-97	359.4
k81_4410	k81_4410_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.04141670648736806	Prevotella copri	phosphate acetyltransferase	1.0999999999999995e-189	670.2	D1PCD4	PREVCOP_04866	537011.0	D1PCD4_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.099999999999999e-190	670.2
k81_4410	k81_4410_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.04141670648736806	Prevotella copri	acetate kinase	1.8e-86	326.2	D1PCD3	PREVCOP_04865	537011.0	D1PCD3_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.999999999999999e-87	326.2
k81_4411	k81_4411_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	cystathionine beta-lyase	2.5999999999999987e-238	832.0	D1PG18	PREVCOP_06181	537011.0	D1PG18_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.099999999999997e-239	832.0
k81_4413	k81_4413_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	1.0	Bacteroides fragilis	helicase	2.4999999999999996e-80	306.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.8e-81	306.2
k81_4415	k81_4415_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	membrane protein	3.2999999999999988e-186	658.7	D1PCH3	PREVCOP_04907	537011.0	D1PCH3_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.099999999999999e-187	658.7
k81_4415	k81_4415_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_4416	k81_4416_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	SAM-dependent methyltransferase	5.799999999999998e-94	351.3	D1PAV7	PREVCOP_04332	537011.0	D1PAV7_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5999999999999995e-94	351.3
k81_4417	k81_4417_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	DUF4840 domain-containing protein	3.0999999999999994e-82	312.8	D1PD71	PREVCOP_05158	537011.0	D1PD71_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.399999999999998e-83	312.8
k81_4418	k81_4418_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.09589096714246548	Bacteroidia	MULTISPECIES: hypothetical protein	1.1e-40	173.3	B0NNX0	BACSTE_01087	449673.0	B0NNX0_BACSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9e-41	173.3
k81_4418	k81_4418_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia	0.09589096714246548	Bacteroides fragilis	conjugal transfer protein TraG, partial	7e-29	133.7	D2EXI7	HMPREF0969_01786	585543.0	D2EXI7_9BACE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9e-29	133.7
k81_442	k81_442_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1.0	Bacteroides	MULTISPECIES: hypothetical protein	5.999999999999999e-54	217.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7e-54	217.6
k81_4420	k81_4420_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella albensis	1.0	Prevotella albensis	starch-binding protein	9.999999999999995e-231	807.0	D7NF56	HMPREF0665_02189	563008.0	D7NF56_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.199999999999998e-175	619.4
