contig	orf	taxonomy	erfc	orf_taxonomy	refseq_product	refseq_evalue	refseq_bitscore
k81_5806	k81_5806_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.3063154055027367	Prevotella copri	membrane protein	7.2e-222	777.3
k81_5806	k81_5806_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.3063154055027367	Prevotella copri	putative haloacid dehalogenase-type hydrolase	1.1e-107	397.1
k81_5806	k81_5806_4	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.3063154055027367	Prevotella copri	hypothetical protein	7.2e-16	90.5
k81_1473	k81_1473_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: transposase	8.1e-81	307.4
k81_5042	k81_5042_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	hypothetical protein	1.2e-42	179.9
k81_5042	k81_5042_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	RNA polymerase sigma-54 factor	2.1e-37	162.5
k81_183	k81_183_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	9.1e-47	193.7
k81_7907	k81_7907_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella paludivivens	1	Prevotella paludivivens	hypothetical protein	2.1e-136	493.0
k81_9540	k81_9540_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1	Bacteroides vulgatus	SusC/RagA family TonB-linked outer membrane protein	1.3e-78	300.1
k81_7165	k81_7165_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	3.1e-107	395.6
k81_5430	k81_5430_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroidales	MULTISPECIES: hypothetical protein	2.7e-75	288.9
k81_5430	k81_5430_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroidales	MULTISPECIES: hypothetical protein	3.1e-37	161.8
k81_9834	k81_9834_1	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Sinorhizobium;s__Sinorhizobium sp. GL28	1	Sinorhizobium sp. GL28	hypothetical protein, partial	7.7e-44	184.1
k81_6022	k81_6022_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	1.2e-85	323.6
k81_2466	k81_2466_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bryantii	1	Prevotella bryantii	hypothetical protein	2.0e-161	576.6
k81_2466	k81_2466_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bryantii	1	root	hypothetical protein	NA	NA
k81_3073	k81_3073_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella stercorea	1	root	hypothetical protein	NA	NA
k81_3073	k81_3073_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella stercorea	1	Prevotella stercorea	glycosyltransferase, group 1 family protein	1.8e-92	347.1
k81_9670	k81_9670_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	1	Alistipes putredinis	acriflavin resistance protein	1.6e-70	273.1
k81_1926	k81_1926_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	1	Bacteroides fragilis	tyrosine recombinase	9.2e-46	190.3
k81_1926	k81_1926_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	1	root	hypothetical protein	NA	NA
k81_2286	k81_2286_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroides acidifaciens	hypothetical protein, partial	1.2e-38	166.4
k81_2286	k81_2286_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroidales	MULTISPECIES: hypothetical protein	4.3e-42	177.9
k81_1881	k81_1881_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: mobilization protein	2.1e-148	532.7
k81_5566	k81_5566_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hydroxyethylthiazole kinase	1.1e-24	119.8
k81_5412	k81_5412_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	L-arabinose isomerase	2.0e-100	372.9
k81_1440	k81_1440_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. 109	1	Prevotella sp. 109	viral A-type inclusion protein	6.1e-50	204.9
k81_7355	k81_7355_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	DNA-binding protein	4.7e-88	331.6
k81_8556	k81_8556_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	porin	5.4e-71	274.6
k81_1978	k81_1978_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	1	Prevotella	MULTISPECIES: ATPase AAA	2.1e-161	576.2
k81_4988	k81_4988_1		1.0	root	hypothetical protein	NA	NA
k81_2601	k81_2601_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1	Bacteroides vulgatus	transposase	3.2e-86	325.5
k81_1365	k81_1365_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	VWA domain-containing protein	1.8e-130	473.0
k81_242	k81_242_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	root	hypothetical protein	NA	NA
k81_242	k81_242_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: 6-phosphofructokinase	1.7e-51	209.5
k81_5587	k81_5587_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	excinuclease ABC subunit A	7.2e-121	441.0
k81_2457	k81_2457_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	root	hypothetical protein	NA	NA
k81_2457	k81_2457_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	tRNA-specific adenosine deaminase	2.9e-72	278.9
k81_1573	k81_1573_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella amnii	1	Prevotella amnii	peptidase M23	9.5e-15	87.0
k81_1573	k81_1573_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella amnii	1	root	hypothetical protein	NA	NA
k81_667	k81_667_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides dorei	1	Bacteroides dorei	DUF490 domain-containing protein	7.6e-62	244.2
k81_4905	k81_4905_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	transglycosylase	1.3e-148	533.5
k81_2050	k81_2050_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella copri	UDP-N-acetylmuramoylalanine--D-glutamate ligase	2.9e-72	278.9
k81_2050	k81_2050_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella	MULTISPECIES: phospho-N-acetylmuramoyl-pentapeptide-transferase	2.6e-147	529.3
k81_9075	k81_9075_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella albensis	1	Prevotella albensis	hypothetical protein	5.5e-48	198.0
k81_3061	k81_3061_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	glycoside hydrolase	7.1e-133	481.1
k81_2831	k81_2831_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: glycosyl transferase	6.8e-83	314.3
k81_6282	k81_6282_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bivia	1	Prevotella bivia	ligand-gated channel protein	2.5e-155	555.8
k81_6282	k81_6282_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bivia	1	root	hypothetical protein	NA	NA
k81_6570	k81_6570_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	3.1e-139	502.3
k81_9568	k81_9568_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bryantii	1	Prevotella bryantii	histidinol dehydrogenase	4.4e-196	691.8
k81_1697	k81_1697_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.5599458008536309	Prevotella copri	leucyl/phenylalanyl-tRNA--protein transferase	3.5e-45	188.3
k81_1697	k81_1697_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.5599458008536309	Prevotella sp. P5-60	alkaline phosphatase family protein	4.3e-204	718.8
k81_1697	k81_1697_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.5599458008536309	Coprobacter fastidiosus	ATPase P	1.3e-105	390.6
k81_5979	k81_5979_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: hypothetical protein	5.1e-39	167.9
k81_9649	k81_9649_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	7.0e-150	537.7
k81_2102	k81_2102_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: ATPase AAA	7.1e-112	411.0
k81_6480	k81_6480_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	root	hypothetical protein	NA	NA
k81_6480	k81_6480_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	9.9e-83	313.9
k81_1310	k81_1310_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella albensis	1	Prevotella albensis	penicillin-binding protein	3.1e-291	1008.4
k81_5421	k81_5421_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	1	root	hypothetical protein	NA	NA
k81_5421	k81_5421_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	1	Alistipes putredinis	DNA-directed RNA polymerase subunit alpha	1.7e-55	223.0
k81_5940	k81_5940_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	DNA polymerase III subunit alpha	8.5e-57	227.3
k81_3280	k81_3280_1	k__Bacteria	0.09589096714246548	Prevotella buccalis	cation transporter	2.8e-119	436.4
k81_3280	k81_3280_2	k__Bacteria	0.09589096714246548	Eubacterium sp. 14-2	hypothetical protein	5.3e-184	651.7
k81_3280	k81_3280_3	k__Bacteria	0.09589096714246548	root	hypothetical protein	NA	NA
k81_9188	k81_9188_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	chromosome partitioning protein ParB	9.5e-27	126.7
k81_3170	k81_3170_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella albensis	1	Prevotella albensis	hypothetical protein	1.7e-162	580.1
k81_5767	k81_5767_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	0.09589096714246548	Bacteroides vulgatus	beta-glycosidase	1.7e-40	172.6
k81_5767	k81_5767_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	0.09589096714246548	Bacteroides vulgatus	glycoside hydrolase	6.2e-57	227.6
k81_4840	k81_4840_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bivia	1	Prevotella bivia	hypothetical protein	3.6e-182	645.2
k81_2116	k81_2116_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella multisaccharivorax	1	Prevotella multisaccharivorax	hypothetical protein	2.7e-60	239.2
k81_6224	k81_6224_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	ribosome silencing factor RsfS	1.7e-60	239.6
k81_3341	k81_3341_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: hypothetical protein	1.7e-125	456.4
k81_3984	k81_3984_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	1	Alistipes putredinis	DDE transposase	8.9e-147	527.3
k81_8104	k81_8104_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: biopolymer transporter ExbD	1.4e-78	300.1
k81_10179	k81_10179_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella brevis	1	Prevotella brevis	hypothetical protein	3.7e-238	832.0
k81_6484	k81_6484_1	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;s__[Bacteroides] pectinophilus	1	[Bacteroides] pectinophilus	ATPase [	7.1e-33	147.1
k81_2539	k81_2539_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.04141670648736806	Prevotella albensis	IMP dehydrogenase	5.2e-257	894.4
k81_2539	k81_2539_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.04141670648736806	Prevotella bryantii	ATP-dependent DNA helicase RecQ	0.0e+00	1219.5
k81_2539	k81_2539_4	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.04141670648736806	Prevotella	MULTISPECIES: ATP-dependent protease ATP-binding subunit ClpX	1.3e-149	537.0
k81_5815	k81_5815_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella oryzae	1	Prevotella oryzae	six-hairpin glycosidase	5.9e-157	561.6
k81_7453	k81_7453_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.08797558211282341	Prevotella copri	50S ribosomal protein L17	3.7e-82	312.0
k81_7453	k81_7453_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.08797558211282341	Prevotella buccalis	DNA-directed RNA polymerase subunit alpha	2.8e-174	619.0
k81_7453	k81_7453_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.08797558211282341	Prevotella copri	30S ribosomal protein S4	3.0e-110	405.6
k81_7453	k81_7453_4	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.08797558211282341	Prevotella copri	30S ribosomal protein S11	1.0e-66	260.4
k81_7453	k81_7453_5	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.08797558211282341	Prevotella	MULTISPECIES: 30S ribosomal protein S13	1.7e-63	249.6
k81_7453	k81_7453_6	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.08797558211282341	root	hypothetical protein	NA	NA
k81_7453	k81_7453_7	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.08797558211282341	Prevotella copri	translation initiation factor IF-1	4.5e-32	144.4
k81_7453	k81_7453_8	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.08797558211282341	Prevotella copri	preprotein translocase subunit SecY	8.3e-246	857.1
k81_7453	k81_7453_9	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.08797558211282341	root	hypothetical protein	NA	NA
k81_4479	k81_4479_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	1.5e-35	156.4
k81_4479	k81_4479_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	1.5e-65	256.5
k81_6026	k81_6026_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.5599458008536309	Prevotella copri	nucleotide exchange factor GrpE	6.8e-26	123.6
k81_6026	k81_6026_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.5599458008536309	Prevotella	MULTISPECIES: ABC transporter ATP-binding protein	2.2e-285	988.8
k81_6026	k81_6026_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.5599458008536309	Prevotella copri	pseudouridylate synthase	7.7e-161	574.3
k81_6026	k81_6026_4	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.5599458008536309	root	hypothetical protein	NA	NA
k81_8259	k81_8259_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	9.0e-17	93.6
k81_8259	k81_8259_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	root	hypothetical protein	NA	NA
k81_8884	k81_8884_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	1	root	hypothetical protein	NA	NA
k81_8884	k81_8884_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides barnesiae	1	Bacteroides barnesiae	potassium transporter Kup	2.5e-255	889.0
k81_1469	k81_1469_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: mobilization protein	2.9e-78	298.9
k81_8852	k81_8852_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: methylmalonyl-CoA carboxyltransferase	1.6e-39	169.5
k81_9003	k81_9003_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	glutamine--fructose-6-phosphate aminotransferase	8.8e-70	270.8
k81_5520	k81_5520_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	root	hypothetical protein	NA	NA
k81_5520	k81_5520_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	root	hypothetical protein	NA	NA
k81_5520	k81_5520_4	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	membrane protein	1.8e-65	256.1
k81_5520	k81_5520_5	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	MBL fold hydrolase	8.2e-44	183.7
k81_3666	k81_3666_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	root	hypothetical protein	NA	NA
k81_3666	k81_3666_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: acetyltransferase	2.5e-61	243.0
k81_3666	k81_3666_5	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	root	hypothetical protein	NA	NA
k81_3050	k81_3050_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella stercorea	fumarate hydratase	3.1e-159	568.9
k81_3050	k81_3050_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella	MULTISPECIES: DUF4954 domain-containing protein	9.8e-199	700.7
k81_10222	k81_10222_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	1	Bacteroides eggerthii	hybrid sensor histidine kinase/response regulator	1.6e-93	349.7
k81_6388	k81_6388_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella oryzae	MFS transporter	1.9e-145	523.5
k81_6388	k81_6388_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella copri	peptidase S9	6.0e-78	297.7
